codigo_SGO,Identificacao_OAE,UF,Rodovia_(BR),km,Extensao_(m),Largura_(m),Tipo_Estrutura,Latitude,Longitude,Nota_Atual_SGO_(2021),Visita_SR_(Data_Realizada),Data_Inspecao_Realizada,Visita_na_OAE,Faixa_Extensao_OAE,Corredor,Obs.:,Tipo_Inspecao 
10172,Ponte,AM,230,"338,1","25,13","-",Não informado,-7.6498825,-60.85902043,"-",04/12/2025,,20/11/2025,20<OAE<=60m (A2),4,OAC - Bueiro,InCR
10170,Ponte,AM,230,"286,21","22,21","-",Não informado,-7.44064083,-60.44088548,"-",04/12/2025,,20/11/2025,20<OAE<=60m (A2),4,OAC - Bueiro,InCR
10169,Ponte,AM,230,"279,77","10,87","-",Não informado,-7.41696541,-60.39003503,"-",04/12/2025,,20/11/2025,OAE<=20m (A1),4,OAC - Bueiro,InCR
10168,Ponte,AM,230,"274,63","11,68","-",Não informado,-7.40566462,-60.3787092,"-",04/12/2025,,20/11/2025,OAE<=20m (A1),4,OAC - Bueiro,InCR
10167,Ponte,AM,230,"269","17,37","-",Não informado,-7.38448632,-60.32559248,"-",04/12/2025,,20/11/2025,OAE<=20m (A1),4,OAC - Bueiro,InCR
10166,Ponte,AM,230,"264,98","16,86","-",Não informado,-7.36737682,-60.28749205,"-",04/12/2025,,20/11/2025,OAE<=20m (A1),4,OAC - Bueiro,InCR
10165,Ponte,AM,230,"225,91","13,17","-",Não informado,-7.23123385,-59.98160354,"-",04/12/2025,,20/11/2025,OAE<=20m (A1),4,OAC - Bueiro,InCR
10164,Ponte,AM,230,"223,85","19,34","-",Não informado,-7.23340416,-59.96140437,"-",04/12/2025,,20/11/2025,OAE<=20m (A1),4,OAC - Bueiro,InCR
30069,Ponte sobre o Riacho Frecheira,CE,222,"315,06","15,8","10",Laje de concreto armado,-3.7393,-41.00565,"3",04/12/2025,20/11/2025,,OAE<=20m (A1),21,,InR
30070,Ponte sobre o Riacho Frecheira (LD) I,CE,222,"315,06","16","11,3",Viga de concreto armado,-3.73908333,-41.00588333,"4",04/12/2025,20/11/2025,,OAE<=20m (A1),21,,InR
30071,Ponte sobre o Riacho Frecheira (LD) II,CE,222,"315,06","16","13,3",Viga de concreto armado,-3.7392,-41.00573333,"4",04/12/2025,20/11/2025,,OAE<=20m (A1),21,,InR
30072,Ponte sobre o Riacho Frecheira (LE),CE,222,"315,06","16","13,5",Viga de concreto armado,-3.73935,-41.00546667,"2",04/12/2025,20/11/2025,,OAE<=20m (A1),21,,InR
140214,Passarela,RN,101,"105,93","0","-",Não informado,-5.910035,-35.2613,"-",18/03/2025,20/11/2025,,OAE<=20m (A1),1,Passarela,InCR
140215,Passarela,RN,101,"106,67","0","-",Não informado,-5.91677,-35.2631,"-",18/03/2025,20/11/2025,,OAE<=20m (A1),1,Passarela,InCR
140216,Passarela,RN,101,"107,88","0","-",Não informado,-5.92732,-35.2648,"-",18/03/2025,20/11/2025,,OAE<=20m (A1),1,Passarela,InCR
200066,Ponte sobre o Rio Mundaú,AL,316,"268,43","125","10,35",Viga de concreto armado,-9.57901667,-35.83536667,"3",29/11/2025,21/11/2025,,120<OAE<=500m (A4),4,,InR
200129,Ponte sobre o Canal da Lagoa Manguaba,AL,424,"106,71","136","11,3",Viga de concreto armado,-9.69383333,-35.81645,"3",29/11/2025,21/11/2025,,120<OAE<=500m (A4),4,,InR
10008,Ponte sobre o Igarapé Belém,AM,319,"706,7","50,41","10,8",Viga de concreto armado,-7.76835385,-63.14872419,"4",04/12/2025,21/11/2025,,20<OAE<=60m (A2),5,,InR
10163,Ponte,AM,230,"222,49","11,89","-",Não informado,-7.23201649,-59.94948038,"-",04/12/2025,,21/11/2025,OAE<=20m (A1),4,OAC - Bueiro,InCR
10212,Ponte sobre o Rio Juma,AM,230,"216,61","15","15",Não informado,-7.2122,-59.906289,"-",04/12/2025,21/11/2025,,OAE<=20m (A1),4,OAC - Bueiro,InCR
10162,Ponte,AM,230,"121,96","16,67","-",Não informado,-6.82375505,-59.1511702,"-",04/12/2025,,21/11/2025,OAE<=20m (A1),4,OAC - Bueiro,InCR
10161,Ponte sobre o Igarapé do Abacaxi,AM,230,"84,2","30","9",Não informado,-6.70861056,-58.89348972,"-",04/12/2025,21/11/2025,,20<OAE<=60m (A2),4,OAC - Bueiro,InCR
10160,Ponte,AM,230,"77,49","15,4","-",Não informado,-6.67833235,-58.79869458,"-",04/12/2025,,21/11/2025,OAE<=20m (A1),4,OAC - Bueiro,InCR
10159,Ponte,AM,230,"59,53","15,11","-",Não informado,-6.63097117,-58.68330471,"-",04/12/2025,,21/11/2025,OAE<=20m (A1),4,OAC - Bueiro,InCR
10211,Ponte,AM,230,"14,47","12,86","-",Não informado,-6.42933859,-58.32993474,"-",04/12/2025,,21/11/2025,OAE<=20m (A1),4,OAC - Bueiro,InCR
10026,Ponte sobre o Igarapé Retiro,AM,230,"631,49","50,1","11,8",Viga de concreto armado,-7.59385575,-63.17491768,"4",04/12/2025,21/11/2025,,20<OAE<=60m (A2),3,,InR
40429,Ponte sobre o Rio Tracunhaém,PE,408,"52,86","44,9","8,4",Viga de concreto armado,-7.75316667,-35.23268333,"3",30/01/2025,21/11/2025,,20<OAE<=60m (A2),3,,InR
40425,Ponte sobre o Rio Agosto,PE,408,"35,34","11,8","8,3",Viga de concreto armado,-7.61416667,-35.23955,"3",30/01/2025,21/11/2025,,OAE<=20m (A1),3,,InR
40424,Ponte sobre o Riacho Coité,PE,408,"29,5","7","14,1",Laje de concreto armado,-7.568,-35.25735,"3",30/01/2025,21/11/2025,,OAE<=20m (A1),3,,InR
40430,"Viaduto km 64,98 (LD)",PE,408,"64,98","20","12",Viga de concreto protendido,-7.85063333,-35.23221667,"4",30/01/2025,21/11/2025,,OAE<=20m (A1),3,,InR
40432,"Viaduto km 57,91 sobre Ferrovia",PE,408,"57,91","8,65","13,6",Laje de concreto armado,-7.79606667,-35.24491667,"2",30/01/2025,21/11/2025,,OAE<=20m (A1),3,,InR
40433,"Viaduto km 64,98 (LE)",PE,408,"64,98","20","11,2",Viga de concreto protendido,-7.85053333,-35.23216667,"4",30/01/2025,21/11/2025,,OAE<=20m (A1),3,,InR
40434,"Viaduto km 65,89 (LE)",PE,408,"65,89","20","11,35",Viga de concreto protendido,-7.85418333,-35.22451667,"4",30/01/2025,21/11/2025,,OAE<=20m (A1),3,,InR
40435,"Viaduto km 65,89 (LD)",PE,408,"65,89","20","12",Viga de concreto protendido,-7.85433333,-35.2246,"4",30/01/2025,21/11/2025,,OAE<=20m (A1),3,,InR
140217,Passarela,RN,101,"109,12","0","-",Não informado,-5.9385,-35.2648,"-",18/03/2025,21/11/2025,,OAE<=20m (A1),1,Passarela,InCR
140218,Passarela,RN,101,"124,6","0","-",Não informado,-6.0719,-35.2359,"-",18/03/2025,21/11/2025,,OAE<=20m (A1),1,Passarela,InCR
200067,Ponte sobre o Rio Satuba,AL,316,"268,73","10","11",Viga de concreto armado,-9.57696667,-35.8338,"4",29/11/2025,24/11/2025,,OAE<=20m (A1),4,,InR
200068,Ponte sobre o Riacho Carrapatinho,AL,316,"271,98","13","11",Viga de concreto armado,-9.56711667,-35.80788333,"4",29/11/2025,24/11/2025,,OAE<=20m (A1),4,,InR
200076,"Viaduto km 269,41 sobre Ferrovia",AL,316,"269,41","12,6","11,6",Viga de concreto armado,-9.57376667,-35.82865,"4",29/11/2025,24/11/2025,,OAE<=20m (A1),4,,InR
200085,Ponte sobre o Rio Varginha,AL,316,"268,85","31,3","12,8",Viga de concreto armado,-9.5764823,-35.83277786,"4",29/11/2025,24/11/2025,,20<OAE<=60m (A2),4,,InR
30065,Viaduto Sobral I (LD),CE,222,"310,49","24,7","11",Viga de concreto armado,-3.71427674,-40.9878284,"4",04/12/2025,24/11/2025,,20<OAE<=60m (A2),21,,InR
30066,Viaduto Sobral I (LE),CE,222,"310,48","24,7","11",Viga de concreto armado,-3.71437543,-40.98775982,"4",04/12/2025,24/11/2025,,20<OAE<=60m (A2),21,,InR
30067,"Viaduto km 314,27 (LD)",CE,222,"314,27","35,85","11",Viga de concreto protendido,-3.73325,-41.00231667,"4",04/12/2025,24/11/2025,,20<OAE<=60m (A2),21,,InR
30068,"Viaduto km 314,27 (LE)",CE,222,"314,27","35,85","11",Viga de concreto protendido,-3.73321667,-41.00216667,"4",04/12/2025,24/11/2025,,20<OAE<=60m (A2),21,,InR
30378,Passarela,CE,222,"313,14","0","-",Não informado,-3.72361398,-40.99671173,"-",04/12/2025,24/11/2025,,OAE<=20m (A1),21,Passarela,InCR
130165,Ponte sobre o Rio Muzelo,PB,361,"56,4","28","10",Viga de concreto armado,-7.17551667,-37.70373333,"2",19/03/2025,24/11/2025,,20<OAE<=60m (A2),6,,InR
40753,"Viaduto km 127,21 (LE)",PE,232,"-","50","-",Não informado,-8.30598,-35.96528,"-",30/01/2025,24/11/2025,,20<OAE<=60m (A2),14,,InCR
27,Viaduto,PE,232,"-","20","-","-",-8.307534,-35.942563,"-",30/01/2025,24/11/2025,,OAE<=20m (A1),14,,InCR
40690,Viaduto,PE,232,"-","25,06","-",Não informado,-8.30732,-35.94258,"-",30/01/2025,24/11/2025,,20<OAE<=60m (A2),14,,InCR
40691,Viaduto,PE,232,"-","24,88","-",Não informado,-8.30405,-35.97192,"-",30/01/2025,24/11/2025,,20<OAE<=60m (A2),14,,InCR
40733,Ponte sobre o Rio Gravatá (LD),PE,232,"-","42,48","-",Não informado,-8.21453,-35.63262,"-",30/01/2025,,24/11/2025,20<OAE<=60m (A2),14,Em manutenção,InCR
40734,Ponte sobre o Riacho do Mel (LE),PE,232,"-","19,05","-",Não informado,-8.22898,-35.70249,"-",30/01/2025,24/11/2025,,OAE<=20m (A1),15,,InCR
40735,Ponte sobre o Riacho do Mel (LD),PE,232,"-","19,05","-",Não informado,-8.22874,-35.70238,"-",30/01/2025,24/11/2025,,OAE<=20m (A1),15,,InCR
30263,Ponte sobre o Braço do Rio Jaguaribe,CE,116,"206,93","8,6","10,1",Viga de concreto armado,-5.22926667,-38.19673333,"2",04/12/2025,25/11/2025,,OAE<=20m (A1),3,,InR
30325,Ponte sobre o Afluente Riacho Água Suja I,CE,437,"34,02","9,5","6",Laje de concreto armado,-5.26545276,-38.06465259,"4",04/12/2025,25/11/2025,,OAE<=20m (A1),1,,InR
30326,Ponte sobre o Riacho Água Suja,CE,437,"41,14","20,8","6",Viga de concreto armado,-5.26104374,-38.12279046,"2",04/12/2025,25/11/2025,,OAE<=20m (A1),1,,InR
30340,"Ponte km 38,51",CE,437,"38,51","9,85","6",Laje de concreto armado,-5.27255,-38.10261667,"1",04/12/2025,,25/11/2025,OAE<=20m (A1),1,OAC - Bueiro,InR
30323,Ponte sobre o Braço do Riacho Seco,CE,116,"192,21","16","10",Viga de concreto armado,-5.13736182,-38.15567417,"2",04/12/2025,25/11/2025,,OAE<=20m (A1),3,,InR
30322,Ponte sobre o Riacho Seco,CE,116,"192,02","91,9","10,1",Viga de concreto armado,-5.13143333,-38.1549,"2",04/12/2025,25/11/2025,,60>OAE<=120m (A3),3,,InR
30292,Ponte sobre o Rio Banabuiú,CE,116,"193,79","185,4","12,2",Viga de concreto protendido,-5.14545,-38.15895,"2",04/12/2025,25/11/2025,,120<OAE<=500m (A4),3,,InR
30060,Ponte sobre o Rio Juazeiro,CE,222,"285,16","10,7","10",Laje de concreto armado,-3.71529009,-40.85736954,"4",04/12/2025,25/11/2025,,OAE<=20m (A1),21,,InR
30062,Ponte sobre o Riacho Cajazeira II,CE,222,"286,98","6,9","10",Laje de concreto armado,-3.70475581,-40.87000492,"3",04/12/2025,25/11/2025,,OAE<=20m (A1),21,,InR
30063,Ponte sobre o Riacho do Cobre,CE,222,"289,16","7","10",Laje de concreto armado,-3.6907056,-40.88280265,"3",04/12/2025,25/11/2025,,OAE<=20m (A1),21,,InR
30064,Ponte sobre o Riacho Grande,CE,222,"292,06","16,2","10",Laje de concreto armado,-3.66793912,-40.89082236,"3",04/12/2025,25/11/2025,,OAE<=20m (A1),21,,InR
30301,Ponte sobre o Rio Jaguaribe,CE,116,"206,3","410,4","12,2",Viga de concreto protendido,-5.22495,-38.20035,"3",04/12/2025,25/11/2025,,120<OAE<=500m (A4),3,,InR
130206,Ponte sobre o Afluente do Rio Sucuru I,PB,412,"120,68","30","13",Viga de concreto armado,-7.74003936,-36.96689239,"4",19/03/2025,25/11/2025,,20<OAE<=60m (A2),1,,InR
130228,Ponte sobre o Afluente do Riacho Acauã I,PB,412,"114,25","26","13",Viga de concreto armado,-7.7043347,-36.92176023,"4",19/03/2025,25/11/2025,,20<OAE<=60m (A2),1,,InR
130271,Ponte sobre o Rio Sucuru,PB,412,"108,69","60","10",Viga de concreto armado,-7.67434764,-36.88201957,"3",19/03/2025,25/11/2025,,20<OAE<=60m (A2),1,,InR
40422,"Ponte km 21,13",PE,408,"21,13","7,85","14,1",Laje de concreto armado,-7.52268333,-35.29835,"3",30/01/2025,25/11/2025,,OAE<=20m (A1),3,,InR
40740,"Ponte km 121,09 (LE)",PE,232,"-","23","10",Não informado,-8.30052,-35.91148,"-",30/01/2025,25/11/2025,,20<OAE<=60m (A2),14,,InCR
40642,Viaduto (LE),PE,232,"-","23,9","-",Não informado,-8.24761,-35.75893,"-",30/01/2025,25/11/2025,,20<OAE<=60m (A2),14,,InCR
40643,Viaduto (LD),PE,232,"-","23,9","-",Não informado,-8.24752,-35.75913,"-",30/01/2025,25/11/2025,,20<OAE<=60m (A2),14,,InCR
40736,Ponte sobre o Rio Bitonho (LD),PE,232,"-","24,91","-",Não informado,-8.29831,-35.85897,"-",30/01/2025,25/11/2025,,20<OAE<=60m (A2),14,,InCR
40737,Ponte sobre o Rio Bitonho (LE),PE,232,"-","25","10",Não informado,-8.2985,-35.85894,"-",30/01/2025,25/11/2025,,20<OAE<=60m (A2),14,,InCR
40738,Ponte sobre o Rio Vasco,PE,232,"-","16,59","-",Não informado,-8.30038,-35.91159,"-",30/01/2025,25/11/2025,,OAE<=20m (A1),14,,InCR
30293,"Pontilhão km 111,68",CE,116,"111,68","5","10,7",Viga de concreto armado,-4.57881667,-38.23181667,"1",04/12/2025,26/11/2025,,OAE<=20m (A1),23,,InR
30308,Ponte sobre o Subafluente do Riacho dos Frejós,CE,116,"135,21","8,7","10,2",Viga de concreto armado,-4.73108194,-38.08468285,"2",04/12/2025,26/11/2025,,OAE<=20m (A1),3,,InR
30305,Ponte sobre o Córrego da Bananeira,CE,116,"150,39","11,2","10,4",Viga de concreto armado,-4.84038333,-38.04418333,"2",04/12/2025,26/11/2025,,OAE<=20m (A1),3,,InR
30300,Ponte sobre o Riacho das Umburanas,CE,116,"119","13,1","10,2",Viga de concreto armado,-4.62188333,-38.18278333,"2",04/12/2025,26/11/2025,,OAE<=20m (A1),3,,InR
30311,Ponte sobre o Riacho Bixopá,CE,116,"145,83","16,5","10",Viga de concreto armado,-4.80816798,-38.06076133,"2",04/12/2025,26/11/2025,,OAE<=20m (A1),3,,InR
30324,Ponte sobre o Riacho dos Cavalos I,CE,116,"232,52","31,1","10",Viga de concreto armado,-5.41356197,-38.27296994,"3",04/12/2025,26/11/2025,,20<OAE<=60m (A2),2,,InR
30349,Ponte sobre o Rio Figueiredo,CE,116,"234,72","74,2","10",Viga de concreto armado,-5.4193,-38.28615,"3",04/12/2025,26/11/2025,,60>OAE<=120m (A3),2,,InR
30335,Ponte sobre o Rio Palhano,CE,116,"142,14","76,1","9,8",Viga de concreto armado,-4.77391667,-38.04948333,"3",04/12/2025,26/11/2025,,60>OAE<=120m (A3),3,,InR
30056,Ponte sobre o Riacho do Barril,CE,222,"277,88","24","10",Laje de concreto armado,-3.75728856,-40.80701801,"3",04/12/2025,26/11/2025,,20<OAE<=60m (A2),21,,InR
30057,Ponte sobre o Riacho Fundo,CE,222,"277,41","10,8","10",Laje de concreto armado,-3.75930348,-40.80342983,"4",04/12/2025,26/11/2025,,OAE<=20m (A1),21,,InR
30058,Ponte sobre o Rio Caiçara,CE,222,"277,62","16","10",Laje de concreto armado,-3.75865201,-40.80520075,"4",04/12/2025,26/11/2025,,OAE<=20m (A1),21,,InR
30059,Ponte sobre o Riacho Mela Pinto,CE,222,"280,72","6,85","10",Laje de concreto armado,-3.74089553,-40.82667744,"3",04/12/2025,26/11/2025,,OAE<=20m (A1),21,,InR
30342,Ponte sobre o Açude Castanhão,CE,116,"268,03","199,9","12,6",Viga de concreto armado,-5.62116667,-38.41986667,"4",04/12/2025,26/11/2025,,120<OAE<=500m (A4),2,,InR
130156,"Ponte km 45,14",PB,361,"45,14","11","10",Laje de concreto armado,-7.13501667,-37.61455,"3",19/03/2025,26/11/2025,,OAE<=20m (A1),6,,InR
130159,Pontilhão sobre o Afluente do Riacho do Tamanduá I,PB,361,"53,96","4,6","10",Laje de concreto armado,-7.1645628,-37.68584685,"4",19/03/2025,26/11/2025,,OAE<=20m (A1),6,,InR
130161,Pontilhão sobre o Afluente do Riacho do Tamanduá II,PB,361,"55,11","4,6","10",Laje de concreto armado,-7.16776682,-37.69562822,"4",19/03/2025,26/11/2025,,OAE<=20m (A1),6,,InR
130163,Pontilhão sobre o Afluente do Riacho do Tamanduá III,PB,361,"55,9","7","10",Laje de concreto armado,-7.17188218,-37.70112835,"4",19/03/2025,26/11/2025,,OAE<=20m (A1),6,,InR
40644,Passarela,PE,232,"-","140,08","-",Não informado,-8.24448,-35.75474,"-",30/01/2025,26/11/2025,,120<OAE<=500m (A4),15,Passarela,InCR
40649,Viaduto (LD),PE,232,"-","19,99","-",Não informado,-8.23777,-35.74199,"-",30/01/2025,26/11/2025,,OAE<=20m (A1),14,,InCR
40689,Viaduto (LE),PE,232,"-","19,99","-",Não informado,-8.2379,-35.74193,"-",30/01/2025,26/11/2025,,OAE<=20m (A1),14,,InCR
40732,Ponte sobre o Rio Gravatá (LE),PE,232,"-","42,48","-",Não informado,-8.21468,-35.63252,"-",30/01/2025,,26/11/2025,20<OAE<=60m (A2),14,Em manutenção,InCR
30245,Ponte sobre o Riacho Lagamar,CE,116,"57,69","11","10",Viga de concreto armado,-4.22683333,-38.47765,"2",04/12/2025,27/11/2025,,OAE<=20m (A1),23,,InR
30247,Ponte sobre o Riacho Campestre,CE,116,"62,23","11","10",Viga de concreto armado,-4.26601667,-38.48958333,"2",04/12/2025,27/11/2025,,OAE<=20m (A1),23,,InR
30246,"Ponte km 67,52",CE,116,"67,52","20,1","10,9",Viga de concreto armado,-4.31045,-38.49963333,"3",04/12/2025,27/11/2025,,OAE<=20m (A1),23,,InR
30255,Ponte sobre o Riacho Juazeiro,CE,116,"90,97","21,7","10,3",Viga de concreto armado,-4.47028333,-38.36196667,"3",04/12/2025,27/11/2025,,OAE<=20m (A1),23,,InR
30268,Ponte sobre o Eixão das Águas (LE),CE,116,"47,97","25,6","12,1",Viga de concreto protendido,-4.1555,-38.48146667,"3",04/12/2025,27/11/2025,,20<OAE<=60m (A2),23,,InR
30270,Ponte sobre o Riacho Arerê (LE),CE,116,"48,22","25,8","12",Viga de concreto armado,-4.1576,-38.4824,"4",04/12/2025,27/11/2025,,20<OAE<=60m (A2),23,,InR
30271,Ponte sobre o Riacho Arerê (LD),CE,116,"48,22","25,8","12",Viga de concreto armado,-4.15745,-38.48261667,"4",04/12/2025,27/11/2025,,20<OAE<=60m (A2),23,,InR
30304,Ponte inservível sobre o Rio Piranji,CE,116,"94,42","37,6","8,2",Viga de concreto armado,-4.50056667,-38.3611,"1",04/12/2025,27/11/2025,,20<OAE<=60m (A2),23,,InR
30244,Ponte sobre o Rio Choró,CE,116,"67,18","65","11",Viga de concreto armado,-4.30766667,-38.50083333,"3",04/12/2025,27/11/2025,,60>OAE<=120m (A3),23,,InR
30275,Ponte sobre o Rio Pirangi,CE,116,"94,41","140,3","13,1",Viga de concreto armado,-4.50043333,-38.36061667,"2",04/12/2025,27/11/2025,,120<OAE<=500m (A4),23,,InR
30053,Ponte sobre o Riacho da Serra,CE,222,"263,71","16","10",Laje de concreto armado,-3.74813333,-40.6822,"3",04/12/2025,27/11/2025,,OAE<=20m (A1),21,,InR
30054,Ponte sobre o Riacho Cajazeira,CE,222,"266,47","10,8","10",Laje de concreto armado,-3.75011667,-40.70698333,"4",04/12/2025,27/11/2025,,OAE<=20m (A1),21,,InR
30055,Ponte sobre o Rio Caiçara,CE,222,"274,65","45,8","10",Viga de concreto armado,-3.75666882,-40.77876603,"2",04/12/2025,27/11/2025,,20<OAE<=60m (A2),21,,InR
130288,Ponte sobre o Rio Quipauá,PB,230,"290,72","85","9,75",Viga de concreto armado,-6.87165841,-36.92599463,"3",19/03/2025,27/11/2025,,60>OAE<=120m (A3),19,,InR
26,Passarela,PE,232,"-","-","-","-",-8.30051,-35.846332,"-",30/01/2025,27/11/2025,,OAE<=20m (A1),14,Passarela,InCR
140234,"Viaduto km 26,68",RN,226,"26,68","82,6","23,6","-",-5.87374139,-35.43769714,"-",18/03/2025,27/11/2025,,60>OAE<=120m (A3),4,,InCR
140235,"Viaduto km 29,67",RN,226,"29,67","82,6","23,6","-",-5.88161772,-35.46345317,"-",18/03/2025,27/11/2025,,60>OAE<=120m (A3),4,,InCR
140237,"Viaduto km 23,89",RN,226,"23,89","88,2","24,2","-",-5.86749318,-35.41351559,"-",18/03/2025,27/11/2025,,60>OAE<=120m (A3),4,,InCR
30362,Ponte sobre o Riacho da Lagoa Seca,CE,116,"0,51","7","8,2","-",-4.29622631,-38.49885659,"-",04/12/2025,28/11/2025,,OAE<=20m (A1),23,,InCR
30365,Ponte sobre o Afluente do Rio Choró II,CE,116,"67,05","26,55","10,4",Não informado,-4.31026815,-38.49860625,"-",04/12/2025,28/11/2025,,20<OAE<=60m (A2),23,,InCR
30413,Ponte  sobre o Rio Cangati,CE,116,"1,35","66,9","8,6","-",-4.30375908,-38.4977443,"-",04/12/2025,28/11/2025,,60>OAE<=120m (A3),23,,InCR
140025,Ponte sobre o Rio Arari (LD),RN,101,"129,05","119,75","13,8",Viga de concreto armado,-6.11086856,-35.23384038,"3",18/03/2025,28/11/2025,,60>OAE<=120m (A3),1,,InR
140219,Passarela,RN,101,"146,57","0","-",Não informado,-6.26237,-35.2116,"-",18/03/2025,28/11/2025,,OAE<=20m (A1),1,Passarela,InCR
140233,Passarela,RN,101,"146,91","0","-",Não informado,-6.26532,-35.2106,"-",18/03/2025,28/11/2025,,OAE<=20m (A1),1,Passarela,InCR
10013,Ponte sobre o Igarapé Bom Futuro,AM,230,"624,19","50,1","11,8",Viga de concreto armado,-7.57354093,-63.11138375,"4",04/12/2025,30/11/2025,,20<OAE<=60m (A2),3,,InR
10229,Ponte,AM,319,"-","7,98","0",Não informado,-6.5502326,-62.94348681,"-",04/12/2025,,01/12/2025,OAE<=20m (A1),2,OAC - Bueiro,InCR
30049,Ponte sobre o Riacho Trapiá,CE,222,"242,25","10,7","10",Laje de concreto armado,-3.74053333,-40.49476667,"3",04/12/2025,01/12/2025,,OAE<=20m (A1),21,,InR
30050,Ponte sobre o Riacho Salgadinho,CE,222,"251,04","10,8","10",Laje de concreto armado,-3.75518333,-40.56845,"3",04/12/2025,01/12/2025,,OAE<=20m (A1),21,,InR
30051,"Ponte km 254,10",CE,222,"254,1","6,75","10",Laje de concreto armado,-3.7535,-40.59593333,"3",04/12/2025,01/12/2025,,OAE<=20m (A1),21,,InR
30052,Ponte sobre o Riacho Trapiá II,CE,222,"260,95","15,9","10",Laje de concreto armado,-3.74968333,-40.65746667,"3",04/12/2025,01/12/2025,,OAE<=20m (A1),21,,InR
130125,Ponte sobre o Rio Genipapo,PB,361,"64,92","50","10,1",Laje de concreto armado,-7.21152841,-37.76549246,"3",19/03/2025,01/12/2025,,20<OAE<=60m (A2),6,,InR
130131,"Ponte km 66,58",PB,361,"66,58","13,6","10,2",Viga de concreto armado,-7.20995,-37.78033333,"3",19/03/2025,01/12/2025,,OAE<=20m (A1),6,,InR
130166,"Ponte km 57,02",PB,361,"57,02","6,8","10",Laje de concreto armado,-7.18008333,-37.70685,"3",19/03/2025,01/12/2025,,OAE<=20m (A1),6,,InR
130167,Ponte sobre o Riacho Xiquexique,PB,361,"59,44","14,5","10,1",Viga de concreto armado,-7.1945,-37.72273333,"2",19/03/2025,01/12/2025,,OAE<=20m (A1),6,,InR
130168,"Ponte km 63,45",PB,361,"63,45","6,5","10",Laje de concreto armado,-7.20971667,-37.75316667,"4",19/03/2025,01/12/2025,,OAE<=20m (A1),6,,InR
130283,"Pontilhão km 64,71",PB,361,"64,71","2,6","10",Laje de concreto armado,-7.21173333,-37.76361667,"3",19/03/2025,01/12/2025,,OAE<=20m (A1),6,,InR
180158,Ponte sobre o Afluente do Riacho da Serrinha,PI,407,"609,51","37,1","10",Viga de concreto armado,-8.35459299,-41.06782731,"3",04/12/2025,01/12/2025,,20<OAE<=60m (A2),1,,InR
180136,Ponte sobre o Riacho Lua Nova,PI,407,"616,21","33","10",Viga de concreto armado,-8.4065833,-41.09530597,"4",04/12/2025,01/12/2025,,20<OAE<=60m (A2),1,,InR
180159,Ponte sobre o Riacho do Alecrim,PI,407,"616,69","23","10",Viga de concreto armado,-8.41064472,-41.09668873,"3",04/12/2025,01/12/2025,,20<OAE<=60m (A2),1,,InR
30214,"Ponte km 149,24",CE,122,"149,24","13","13,7",Viga de concreto armado,-5.23965,-38.8824,"2",04/12/2025,02/12/2025,,OAE<=20m (A1),10,,InR
30215,"Ponte km 126,28",CE,122,"126,28","16,1","10",Viga de concreto armado,-5.17053333,-39.00245,"3",04/12/2025,02/12/2025,,OAE<=20m (A1),10,,InR
30227,"Ponte km 140,40",CE,122,"140,4","9,9","13,1",Laje de concreto armado,-5.19338333,-38.90193333,"3",04/12/2025,02/12/2025,,OAE<=20m (A1),10,,InR
30273,Ponte sobre o Riacho da Serra,CE,122,"156,12","14,3","14,1",Viga de concreto armado,-5.28675,-38.91988333,"2",04/12/2025,02/12/2025,,OAE<=20m (A1),10,,InR
30280,Ponte sobre o Rio Sitiá,CE,122,"98,31","20,8","8,3",Viga de concreto armado,-4.96656667,-38.99731667,"2",04/12/2025,02/12/2025,,OAE<=20m (A1),10,,InR
30281,Ponte o Afluente do Riacho do Corisco III,CE,122,"132,45","16,5","10",Viga de concreto armado,-5.16983389,-38.95584518,"3",04/12/2025,02/12/2025,,OAE<=20m (A1),10,,InR
30298,Ponte sobre o Riacho dos Cabaços,CE,122,"87,11","13,8","8,3",Viga de concreto armado,-4.9025,-38.93335,"2",04/12/2025,02/12/2025,,OAE<=20m (A1),10,,InR
30307,Ponte sobre o Afluente do Riacho do Corisco II,CE,122,"130,46","25","10",Viga de concreto armado,-5.1821174,-38.96807309,"2",04/12/2025,02/12/2025,,20<OAE<=60m (A2),10,,InR
30316,Ponte sobre o Riacho Barro Vermelho,CE,122,"88,05","14,25","8,3",Viga de concreto armado,-4.90724154,-38.94041299,"2",04/12/2025,02/12/2025,,OAE<=20m (A1),10,,InR
30337,Ponte sobre o Rio Uruquê,CE,122,"124,85","79,7","10",Viga de concreto armado,-5.1596,-39.00896667,"3",04/12/2025,02/12/2025,,60>OAE<=120m (A3),10,,InR
30353,Ponte sobre o Canal de Fuga da Barragem do Açude Banabuíu,CE,122,"161,05","103","8,1",Viga de concreto armado,-5.32538333,-38.92326667,"2",04/12/2025,02/12/2025,,60>OAE<=120m (A3),10,,InR
30171,Ponte sobre o Riacho Seco,CE,403,"145,44","20,4","8,4",Viga de concreto armado,-3.91008333,-40.48488333,"2",04/12/2025,02/12/2025,,OAE<=20m (A1),20,,InR
30179,Ponte sobre o Riacho Papaçu,CE,403,"137,97","20,4","8,4",Viga de concreto armado,-3.84281667,-40.49333333,"2",04/12/2025,02/12/2025,,OAE<=20m (A1),20,,InR
